AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0114SX20290,BARNET,30,523940,195420,1,1 Driver/Rider,1 Male,60+,80,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20291,BARNET,30,526240,191310,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20293,BARNET,30,524800,189080,2,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20293,BARNET,30,524800,189080,1,1 Driver/Rider,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20294,BARNET,30,523730,188060,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20295,BARNET,30,525560,195790,1,2 Passenger,2 Female,60+,84,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20297,BARNET,30,527280,189310,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20299,BARNET,30,521760,188370,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20301,BARNET,30,524950,188250,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20303,BARNET,30,524110,186800,1,1 Driver/Rider,2 Female,60+,90,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20304,BARNET,30,528580,191070,1,3 Pedestrian,1 Male,0-15,6,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114SX20305,BARNET,30,524940,189410,2,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20305,BARNET,30,524940,189410,3,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20305,BARNET,30,524940,189410,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20306,BARNET,30,522860,188570,1,3 Pedestrian,1 Male,25-59,38,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20307,BARNET,30,521540,190070,1,1 Driver/Rider,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20308,BARNET,30,527520,192010,1,3 Pedestrian,2 Female,16-24,20,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20311,BARNET,30,521250,189020,1,2 Passenger,2 Female,60+,91,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20312,BARNET,30,517350,194420,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20312,BARNET,30,517350,194420,3,2 Passenger,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20312,BARNET,30,517350,194420,2,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20313,BARNET,30,526330,192340,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20314,BARNET,30,522200,190670,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20315,BARNET,30,524800,189390,1,3 Pedestrian,2 Female,60+,68,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0114SX20316,BARNET,30,523290,187550,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20317,BARNET,30,520230,192910,1,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20318,BARNET,30,524230,191110,1,3 Pedestrian,2 Female,16-24,24,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20320,BARNET,30,526320,192980,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20321,BARNET,30,521410,188800,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20323,BARNET,30,524850,188620,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20324,BARNET,30,525130,187430,1,2 Passenger,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20325,BARNET,30,521000,192790,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20326,BARNET,30,523370,189350,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20326,BARNET,30,523370,189350,2,2 Passenger,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20327,BARNET,30,523970,188410,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20327,BARNET,30,523970,188410,2,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20328,BARNET,30,523460,187110,1,3 Pedestrian,2 Female,0-15,10,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20329,BARNET,30,524540,186460,1,1 Driver/Rider,1 Male,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20330,BARNET,30,525990,195110,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20331,BARNET,30,527130,189730,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20332,BARNET,30,522790,189170,2,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20332,BARNET,30,522790,189170,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20333,BARNET,30,522730,187690,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20333,BARNET,30,522730,187690,2,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20335,BARNET,30,520060,192240,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20336,BARNET,30,523624,189418,1,3 Pedestrian,1 Male,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20337,BARNET,30,525010,195340,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20339,BARNET,30,524560,186220,2,2 Passenger,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20339,BARNET,30,524560,186220,3,2 Passenger,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20339,BARNET,30,524560,186220,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20339,BARNET,30,524560,186220,4,2 Passenger,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20340,BARNET,30,520760,189700,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20341,BARNET,30,526140,191800,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20342,BARNET,30,521820,188310,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20344,BARNET,30,526380,194090,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20345,BARNET,30,526550,190870,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20346,BARNET,30,522180,193860,1,1 Driver/Rider,1 Male,25-59,46,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20347,BARNET,30,525000,196110,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20350,BARNET,30,524630,186260,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20350,BARNET,30,524630,186260,3,2 Passenger,2 Female,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20350,BARNET,30,524630,186260,2,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20352,BARNET,30,519680,191000,1,2 Passenger,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20353,BARNET,30,522530,187950,1,3 Pedestrian,2 Female,0-15,8,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20354,BARNET,30,524920,188370,1,1 Driver/Rider,1 Male,60+,68,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20355,BARNET,30,526430,193660,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20356,BARNET,30,523960,189580,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20357,BARNET,30,524130,186000,1,1 Driver/Rider,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20357,BARNET,30,524130,186000,2,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20360,BARNET,30,521050,191580,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20361,BARNET,30,526080,191720,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20363,BARNET,30,528240,192260,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20364,BARNET,30,526020,196330,1,3 Pedestrian,1 Male,25-59,55,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0114SX20366,BARNET,30,522930,187430,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20368,BARNET,30,521440,193650,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20369,BARNET,30,524500,191000,1,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20370,BARNET,30,520640,191440,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20371,BARNET,30,522720,187420,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20371,BARNET,30,522720,187420,2,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20372,BARNET,30,528410,191510,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20372,BARNET,30,528410,191510,2,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0114SX20372,BARNET,30,528410,191510,4,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20372,BARNET,30,528410,191510,3,2 Passenger,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20373,BARNET,30,523240,191430,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20373,BARNET,30,523240,191430,2,2 Passenger,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20374,BARNET,30,523300,187560,1,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20375,BARNET,30,519590,193180,2,2 Passenger,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20375,BARNET,30,519590,193180,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20376,BARNET,30,520770,190540,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20377,BARNET,30,519450,192170,1,3 Pedestrian,1 Male,60+,82,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20378,BARNET,30,526410,193940,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20379,BARNET,30,527960,191600,1,3 Pedestrian,1 Male,16-24,21,1,3 Slight,10 Unknown,1 From Drivers N/Side,1 Pedestrian, 
0114SX20380,BARNET,30,523850,189840,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20381,BARNET,30,522440,190330,3,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20381,BARNET,30,522440,190330,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20381,BARNET,30,522440,190330,4,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20381,BARNET,30,522440,190330,2,2 Passenger,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20383,BARNET,30,524840,189860,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20385,BARNET,30,520650,193140,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20386,BARNET,30,524650,187750,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0114SX20389,BARNET,30,520130,190540,1,3 Pedestrian,2 Female,25-59,53,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114SX20390,BARNET,30,527170,189670,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20391,BARNET,30,521710,189470,2,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20391,BARNET,30,521710,189470,3,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20391,BARNET,30,521710,189470,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20392,BARNET,30,523810,186430,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20393,BARNET,30,520370,190120,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0114SX20394,BARNET,30,525500,191610,1,3 Pedestrian,2 Female,0-15,10,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20395,BARNET,30,523610,189980,3,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20395,BARNET,30,523610,189980,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20395,BARNET,30,523610,189980,2,2 Passenger,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20396,BARNET,30,524820,190360,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20396,BARNET,30,524820,190360,2,1 Driver/Rider,2 Female,60+,66,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20397,BARNET,30,524200,187240,1,2 Passenger,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20398,BARNET,30,522370,189440,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20399,BARNET,30,524800,189000,1,2 Passenger,1 Male,60+,73,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20400,BARNET,30,524600,186270,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20400,BARNET,30,524600,186270,2,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20401,BARNET,30,526400,194010,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114SX20401,BARNET,30,526400,194010,2,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20402,BARNET,30,526223,188513,1,1 Driver/Rider,2 Female,60+,77,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20406,BARNET,30,524470,196440,1,3 Pedestrian,1 Male,16-24,16,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20407,BARNET,30,522350,187950,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20408,BARNET,30,527410,193580,1,3 Pedestrian,2 Female,25-59,45,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20410,BARNET,30,517290,194450,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20412,BARNET,30,522170,189780,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20413,BARNET,30,520880,191530,1,1 Driver/Rider,1 Male,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20415,BARNET,30,519350,192440,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20416,BARNET,30,526320,188460,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20416,BARNET,30,526320,188460,3,2 Passenger,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20416,BARNET,30,526320,188460,2,1 Driver/Rider,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20417,BARNET,30,527750,191250,1,2 Passenger,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20419,BARNET,30,520820,191290,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20420,BARNET,30,524060,185930,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20422,BARNET,30,519430,191890,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114SX20423,BARNET,30,528290,191110,1,3 Pedestrian,2 Female,16-24,20,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0114SX20426,BARNET,30,527340,193300,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20427,BARNET,30,519330,192790,2,2 Passenger,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20427,BARNET,30,519330,192790,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20428,BARNET,30,517350,194400,1,2 Passenger,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114SX20429,BARNET,30,526010,190580,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20430,BARNET,30,522720,188850,1,2 Passenger,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114SX20431,BARNET,30,525230,187400,1,2 Passenger,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20433,BARNET,30,526450,190590,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20434,BARNET,30,527290,189160,1,2 Passenger,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20435,BARNET,30,528380,191510,1,1 Driver/Rider,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20436,BARNET,30,525060,186220,1,3 Pedestrian,1 Male,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20437,BARNET,30,518580,193060,1,2 Passenger,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20438,BARNET,30,525240,190850,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20439,BARNET,30,523350,187660,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20440,BARNET,30,525920,187380,1,2 Passenger,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20441,BARNET,30,525070,196060,1,1 Driver/Rider,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20442,BARNET,30,523400,186890,1,3 Pedestrian,2 Female,0-15,5,1,2 Serious,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0114SX20443,BARNET,30,526080,191710,1,3 Pedestrian,2 Female,16-24,19,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114SX20445,BARNET,30,526770,196240,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20447,BARNET,30,522530,187660,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20447,BARNET,30,522530,187660,2,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20448,BARNET,30,522040,188300,2,2 Passenger,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20448,BARNET,30,522040,188300,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20449,BARNET,30,524200,190850,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20450,BARNET,30,526730,188890,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20452,BARNET,30,527010,193670,2,2 Passenger,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20452,BARNET,30,527010,193670,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20453,BARNET,30,520020,190600,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20453,BARNET,30,520020,190600,2,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20453,BARNET,30,520020,190600,3,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20453,BARNET,30,520020,190600,7,2 Passenger,2 Female,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20453,BARNET,30,520020,190600,8,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20453,BARNET,30,520020,190600,5,2 Passenger,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20453,BARNET,30,520020,190600,6,2 Passenger,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20453,BARNET,30,520020,190600,4,2 Passenger,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20455,BARNET,30,528720,191690,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20456,BARNET,30,520510,190290,1,3 Pedestrian,1 Male,25-59,38,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20457,BARNET,30,526260,191950,1,2 Passenger,2 Female,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20458,BARNET,30,527670,195500,1,3 Pedestrian,2 Female,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114SX20459,BARNET,30,521470,188830,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20460,BARNET,30,524190,188260,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20462,BARNET,30,520830,195207,1,2 Passenger,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20463,BARNET,30,524610,188920,2,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20463,BARNET,30,524610,188920,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20464,BARNET,30,525420,187330,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20465,BARNET,30,518585,193050,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20466,BARNET,30,517590,194340,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
